,number,provisional_desig,year,obs
1109892,73,b,2006,G96
1109893,73,c,2006,G96
1109894,73,p,2006,G96
1109895,73,aw,2006,G96
1109896,73,bb,2006,G96
1109897,73,bf,2006,G96
1109898,73,b,2006,G96
1109899,73,c,2006,G96
1109900,73,p,2006,G96
1109901,73,aw,2006,G96
1109902,73,bb,2006,G96
1109903,73,bf,2006,G96
1109904,73,b,2006,G96
1109905,73,c,2006,G96
1109906,73,be,2006,G96
1109907,73,ar,2006,G96
1109908,73,ap,2006,G96
1109909,73,az,2006,G96
1109910,73,av,2006,G96
1109911,73,bd,2006,G96
1109912,73,ba,2006,G96
1109913,73,at,2006,G96
1109914,73,b,2006,G96
1109915,73,c,2006,G96
1109916,73,be,2006,G96
1109917,73,ar,2006,G96
1109918,73,ap,2006,G96
1109919,73,az,2006,G96
1109920,73,av,2006,G96
1109921,73,bd,2006,G96
1109922,73,as,2006,G96
1109923,73,at,2006,G96
1109924,73,b,2006,G96
1109925,73,c,2006,G96
1109926,73,be,2006,G96
1109927,73,ar,2006,G96
1109928,73,ap,2006,G96
1109929,73,av,2006,G96
1109930,73,bd,2006,G96
1109931,73,as,2006,G96
1109932,73,at,2006,G96
1109933,73,b,2006,G96
1109934,73,c,2006,G96
1109935,73,be,2006,G96
1109936,73,ar,2006,G96
1109937,73,ap,2006,G96
1109938,73,av,2006,G96
1109939,73,ba,2006,G96
1109940,73,as,2006,G96
1109941,73,at,2006,G96
1109942,73,b,2006,G96
1109943,73,c,2006,G96
1109944,73,bs,2006,G96
1109945,73,b,2006,G96
1109946,73,c,2006,G96
1109947,73,bs,2006,G96
1109948,73,b,2006,G96
1109949,73,c,2006,G96
1109950,73,bs,2006,G96
1109951,73,b,2006,G96
1109952,73,c,2006,G96
1109953,73,bs,2006,G96
1109954,73,b,2006,G96
1109955,73,c,2006,G96
1111074,73,ag,2006,G96
1111075,73,bm,2006,G96
1111076,73,bm,2006,G96
1111077,73,bl,2006,G96
1111078,73,t,2006,G96
1111079,73,y,2006,G96
1111081,73,b,2006,G96
1111082,73,c,2006,G96
1111083,73,bm,2006,G96
1111084,73,bm,2006,G96
1111085,73,bl,2006,G96
1111086,73,bk,2006,G96
1111087,73,t,2006,G96
1111088,73,y,2006,G96
1111089,73,b,2006,G96
1111090,73,c,2006,G96
1111092,73,ag,2006,G96
1111093,73,bm,2006,G96
1111094,73,bm,2006,G96
1111095,73,bk,2006,G96
1111096,73,t,2006,G96
1111097,73,y,2006,G96
1111098,73,b,2006,G96
1111099,73,c,2006,G96
1111100,73,ag,2006,G96
1111101,73,bm,2006,G96
1111102,73,bl,2006,G96
1111103,73,bk,2006,G96
1111104,73,t,2006,G96
1111105,73,y,2006,G96
1111106,73,b,2006,G96
1111107,73,c,2006,G96
1111108,73,ay,2006,G96
1111109,73,bg,2006,G96
1111110,73,aj,2006,G96
1111111,73,bj,2006,G96
1111112,73,bi,2006,G96
1111113,73,bh,2006,G96
1111114,73,x,2006,G96
1111115,73,r,2006,G96
1111116,73,g,2006,G96
1111117,73,b,2006,G96
1111118,73,c,2006,G96
1111119,73,ay,2006,G96
1111120,73,bg,2006,G96
1111121,73,aj,2006,G96
1111122,73,bj,2006,G96
1111123,73,bi,2006,G96
1111124,73,bh,2006,G96
1111125,73,x,2006,G96
1111126,73,r,2006,G96
1111127,73,g,2006,G96
1111128,73,b,2006,G96
1111129,73,c,2006,G96
1111130,73,at,2006,703
1111131,73,ay,2006,G96
1111132,73,bg,2006,G96
1111133,73,bj,2006,G96
1111134,73,bi,2006,G96
1111135,73,bh,2006,G96
1111136,73,x,2006,G96
1111137,73,r,2006,G96
1111138,73,g,2006,G96
1111139,73,b,2006,G96
1111140,73,c,2006,G96
1111141,73,ay,2006,G96
1111142,73,bg,2006,G96
1111143,73,bj,2006,G96
1111144,73,bi,2006,G96
1111145,73,bh,2006,G96
1111146,73,r,2006,G96
1111147,73,g,2006,G96
1111148,73,b,2006,G96
1111149,73,c,2006,G96
1111150,73,at,2006,703
1111151,73,aw,2006,G96
1111152,73,bf,2006,G96
1111153,73,b,2006,G96
1111154,73,c,2006,G96
1111155,73,aw,2006,G96
1111156,73,at,2006,703
1111157,73,bf,2006,G96
1111158,73,b,2006,G96
1111159,73,c,2006,G96
1111160,73,aw,2006,G96
1111161,73,bf,2006,G96
1111162,73,b,2006,G96
1111163,73,c,2006,G96
1111164,73,aw,2006,G96
1111165,73,bf,2006,G96
1111166,73,b,2006,G96
1111167,73,c,2006,G96
1111168,73,be,2006,G96
1111169,73,ap,2006,G96
1111170,73,bc,2006,G96
1111171,73,bc,2006,G96
1111172,73,az,2006,G96
1111173,73,bd,2006,G96
1111174,73,ba,2006,G96
1111175,73,as,2006,G96
1111176,73,c,2006,G96
1111177,73,be,2006,G96
1111178,73,ap,2006,G96
1111179,73,bc,2006,G96
1111180,73,bc,2006,G96
1111181,73,az,2006,G96
1111182,73,bd,2006,G96
1111183,73,ba,2006,G96
1111184,73,as,2006,G96
1111185,73,c,2006,G96
1111186,73,ap,2006,G96
1111187,73,bc,2006,G96
1111188,73,bc,2006,G96
1111189,73,az,2006,G96
1111190,73,bd,2006,G96
1111191,73,ba,2006,G96
1111192,73,as,2006,G96
1111193,73,c,2006,G96
1111194,73,be,2006,G96
1111195,73,ap,2006,G96
1111196,73,bc,2006,G96
1111197,73,az,2006,G96
1111198,73,bd,2006,G96
1111199,73,ba,2006,G96
1111200,73,as,2006,G96
1111201,73,c,2006,G96
1111202,73,as,2006,703
1111203,73,at,2006,703
1111204,73,as,2006,703
1111205,73,at,2006,703
1111206,73,as,2006,703
1111207,73,at,2006,703
1111208,73,as,2006,703
1111209,73,at,2006,703
1111297,73,ab,2006,703
1111298,73,bi,2006,703
1111299,73,ab,2006,703
1111300,73,bi,2006,703
1111301,73,ab,2006,703
1111302,73,bi,2006,703
1111303,73,ab,2006,703
1111304,73,bi,2006,703
1112124,73,ap,2006,G96
1112125,73,bc,2006,G96
1112126,73,ap,2006,G96
1112127,73,bc,2006,G96
1112128,73,ap,2006,G96
1112129,73,bc,2006,G96
1112132,73,ap,2006,G96
1112133,73,bc,2006,G96
1112134,73,b,2006,G96
1112135,73,br,2006,G96
1112136,73,bs,2006,G96
1112137,73,b,2006,G96
1112140,73,br,2006,G96
1112143,73,bs,2006,G96
1112144,73,b,2006,G96
1112145,73,br,2006,G96
1112146,73,bs,2006,G96
1112147,73,b,2006,G96
1112148,73,br,2006,G96
1112151,73,bs,2006,G96
1112516,73,br,2006,G96
1112519,73,br,2006,G96
1112521,73,br,2006,G96
1112523,73,br,2006,G96
1112687,73,ap,2006,G96
1112688,73,bc,2006,G96
1112689,73,br,2006,G96
1112690,73,ap,2006,G96
1112691,73,bc,2006,G96
1112692,73,br,2006,G96
1112693,73,ap,2006,G96
1112694,73,bc,2006,G96
1112695,73,br,2006,G96
1112696,73,bc,2006,G96
1112697,73,br,2006,G96
1113070,73,ai,2006,703
1113071,73,ai,2006,703
1113072,73,ai,2006,703
1113073,73,x,2006,703
1113074,73,h,2006,703
1113075,73,m,2006,703
1113076,73,bn,2006,703
1113077,73,r,2006,703
1113078,73,x,2006,703
1113079,73,h,2006,703
1113080,73,n,2006,703
1113081,73,bo,2006,703
1113082,73,m,2006,703
1113083,73,bn,2006,703
1113084,73,r,2006,703
1113085,73,x,2006,703
1113086,73,h,2006,703
1113087,73,n,2006,703
1113088,73,bn,2006,703
1113089,73,r,2006,703
1113090,73,x,2006,703
1113091,73,h,2006,703
1113092,73,n,2006,703
1113093,73,bo,2006,703
1113094,73,m,2006,703
1113095,73,bn,2006,703
1113096,73,r,2006,703
1114014,73,b,2006,703
1114015,73,c,2006,703
1114016,73,b,2006,703
1114017,73,c,2006,703
1114018,73,b,2006,703
1114019,73,c,2006,703
1114020,73,b,2006,703
1114021,73,c,2006,703
1114037,73,b,2006,703
1114038,73,b,2006,703
1114039,73,b,2006,703
1114040,73,b,2006,703
1114076,73,c,2006,703
1114077,73,c,2006,703
1114078,73,c,2006,703
1114079,73,c,2006,703
1114092,73,c,2006,703
1114093,73,c,2006,703
1114094,73,c,2006,703
1114095,73,c,2006,703
1114097,73,c,2006,703
1114098,73,c,2006,703
1114099,73,c,2006,703
1114100,73,c,2006,703
1114123,73,c,2011,703
1114124,73,c,2011,703
1114125,73,c,2011,703
1114126,73,c,2011,703
1114127,73,c,2011,703
1114128,73,c,2011,703
1114129,73,c,2011,703
1114130,73,c,2011,703
1114143,73,c,2011,703
1114144,73,c,2011,703
1114145,73,c,2011,703
1114146,73,c,2011,703
1114167,73,c,2011,703
1114168,73,c,2011,703
1114169,73,c,2011,703
1114170,73,c,2011,703
1114183,73,c,2011,703
1114184,73,c,2011,703
1114185,73,c,2011,703
1114186,73,c,2011,703
1114250,73,c,2011,703
1114251,73,c,2011,703
1114252,73,c,2011,703
1114253,73,c,2011,703
1114278,73,c,2011,703
1114279,73,c,2011,703
1114280,73,c,2011,703
1114281,73,c,2011,703
1114436,73,c,2011,G96
1114437,73,c,2011,G96
1114438,73,c,2011,G96
1118489,74,,2005,703
1118490,74,,2005,703
1118491,74,,2005,703
1118492,74,,2005,703
1118493,74,,2005,703
1118494,74,,2005,703
1118495,74,,2005,703
1118496,74,,2005,703
1118499,74,,2005,703
1118500,74,,2005,703
1118501,74,,2005,703
1118502,74,,2005,703
1118516,74,,2006,703
1118517,74,,2006,703
1118518,74,,2006,703
1118519,74,,2006,703
1118520,74,,2006,703
1118521,74,,2006,703
1118522,74,,2006,703
1118523,74,,2006,703
1118527,74,,2006,G96
1118528,74,,2006,G96
1118529,74,,2006,G96
1118530,74,,2006,G96
1118537,74,,2006,703
1118538,74,,2006,703
1118539,74,,2006,703
1118540,74,,2006,703
1118550,74,,2006,703
1118551,74,,2006,703
1118552,74,,2006,703
1118553,74,,2006,703
1118611,74,,2007,G96
1118612,74,,2007,G96
1118613,74,,2007,G96
1118614,74,,2007,G96
1118707,74,,2007,G96
1118708,74,,2007,G96
1118709,74,,2007,G96
1118710,74,,2007,G96
1118826,74,,2008,G96
1118827,74,,2008,G96
1118828,74,,2008,G96
1118829,74,,2008,G96
1118905,74,,2008,G96
1118906,74,,2008,G96
1118907,74,,2008,G96
1118908,74,,2008,G96
1118912,74,,2008,G96
1118913,74,,2008,G96
1118914,74,,2008,G96
1118915,74,,2008,G96
1118919,74,,2008,703
1118920,74,,2008,703
1118921,74,,2008,703
1118922,74,,2008,703
1118932,74,,2008,703
1118933,74,,2008,703
1118934,74,,2008,703
1118935,74,,2008,703
1118951,74,,2008,703
1118952,74,,2008,703
1118953,74,,2008,703
1118954,74,,2008,703
1118970,74,,2008,G96
1118971,74,,2008,G96
1118972,74,,2008,G96
1118973,74,,2008,G96
1119167,74,,2009,703
1119168,74,,2009,703
1119169,74,,2009,703
1119170,74,,2009,703
1119211,74,,2009,703
1119212,74,,2009,703
1119213,74,,2009,703
1119214,74,,2009,703
1119590,74,,2009,703
1119591,74,,2009,703
1119592,74,,2009,703
1119593,74,,2009,703
1119855,74,,2010,703
1119857,74,,2010,703
1119859,74,,2010,703
1119862,74,,2010,703
1119929,74,,2010,G96
1119930,74,,2010,G96
1119931,74,,2010,G96
1119932,74,,2010,G96
1119948,74,,2010,703
1119949,74,,2010,703
1119950,74,,2010,703
1119951,74,,2010,703
1120044,74,,2010,703
1120045,74,,2010,703
1120046,74,,2010,703
1120047,74,,2010,703
1124344,76,,2006,703
1124346,76,,2006,703
1124347,76,,2006,703
1124348,76,,2006,703
1124416,76,,2006,703
1124417,76,,2006,703
1124418,76,,2006,703
1124419,76,,2006,703
1125634,77,,2008,703
1125635,77,,2008,703
1125636,77,,2008,703
1125650,77,,2008,703
1125651,77,,2008,703
1125652,77,,2008,703
1125807,77,,2009,703
1125808,77,,2009,703
1125809,77,,2009,703
1125810,77,,2009,703
1126130,77,,2009,703
1126131,77,,2009,703
1126132,77,,2009,703
1126133,77,,2009,703
1126170,77,,2009,G96
1126171,77,,2009,G96
1126172,77,,2009,G96
1126173,77,,2009,G96
1126294,77,,2009,703
1126295,77,,2009,703
1126296,77,,2009,703
1126297,77,,2009,703
1129794,78,,2005,703
1129795,78,,2005,703
1129796,78,,2005,703
1129797,78,,2005,703
1130231,78,,2005,703
1130232,78,,2005,703
1130233,78,,2005,703
1130234,78,,2005,703
1130316,78,,2011,703
1130318,78,,2011,703
1130319,78,,2011,703
1130321,78,,2011,703
1131363,78,,2011,703
1131364,78,,2011,703
1131365,78,,2011,703
1131366,78,,2011,703
1131476,78,,2011,703
1131477,78,,2011,703
1131478,78,,2011,703
1131479,78,,2011,703
1133492,78,,2012,703
1133493,78,,2012,703
1133494,78,,2012,703
1133495,78,,2012,703
1133519,78,,2012,703
1133520,78,,2012,703
1133521,78,,2012,703
1133522,78,,2012,703
1136142,79,,2007,G96
1136143,79,,2007,G96
1136144,79,,2007,G96
1136145,79,,2007,G96
1136163,79,,2007,703
1136164,79,,2007,703
1136165,79,,2007,703
1136166,79,,2007,703
1136292,79,,2008,703
1136293,79,,2008,703
1136294,79,,2008,703
1136295,79,,2008,703
1136315,79,,2008,703
1136316,79,,2008,703
1136317,79,,2008,703
1136318,79,,2008,703
1136326,79,,2012,G96
1136327,79,,2012,G96
1136328,79,,2012,G96
1136329,79,,2012,G96
1138824,81,,2005,G96
1138825,81,,2005,G96
1138826,81,,2005,G96
1138827,81,,2005,G96
1138841,81,,2008,G96
1138842,81,,2008,G96
1138843,81,,2008,G96
1138844,81,,2008,G96
1138856,81,,2008,G96
1138858,81,,2008,G96
1138859,81,,2008,G96
1138865,81,,2008,703
1138866,81,,2008,703
1138867,81,,2008,703
1138868,81,,2008,703
1138889,81,,2008,G96
1138890,81,,2008,G96
1138891,81,,2008,G96
1138892,81,,2008,G96
1138899,81,,2008,703
1138900,81,,2008,703
1138901,81,,2008,703
1138902,81,,2008,703
1138967,81,,2009,703
1138968,81,,2009,703
1138969,81,,2009,703
1138970,81,,2009,703
1141615,81,,2011,G96
1141616,81,,2011,G96
1141617,81,,2011,G96
1141618,81,,2011,G96
1144616,82,,2011,G96
1144617,82,,2011,G96
1144618,82,,2011,G96
1144619,82,,2011,G96
1144620,82,,2011,G96
1144621,82,,2011,G96
1144622,82,,2011,G96
1145329,84,,2007,G96
1145330,84,,2007,G96
1145331,84,,2007,G96
1145332,84,,2007,G96
1145368,84,,2007,G96
1145369,84,,2007,G96
1145370,84,,2007,G96
1145371,84,,2007,G96
1146838,87,,2007,G96
1146839,87,,2007,G96
1146840,87,,2007,G96
1146841,87,,2007,G96
1146866,87,,2007,703
1146867,87,,2007,703
1146868,87,,2007,703
1146869,87,,2007,703
1146877,87,,2007,G96
1146878,87,,2007,G96
1146879,87,,2007,G96
1146880,87,,2007,G96
1146906,87,,2007,G96
1146907,87,,2007,G96
1146908,87,,2007,G96
1146909,87,,2007,G96
1146958,87,,2007,703
1146959,87,,2007,703
1146960,87,,2007,703
1146961,87,,2007,703
1148395,88,,2006,G96
1148396,88,,2006,G96
1148397,88,,2006,G96
1148401,88,,2009,G96
1148402,88,,2009,G96
1148403,88,,2009,G96
1148404,88,,2009,G96
1148418,88,,2009,703
1148419,88,,2009,703
1148420,88,,2009,703
1148421,88,,2009,703
1148483,88,,2009,703
1148484,88,,2009,703
1148485,88,,2009,703
1148486,88,,2009,703
1148703,88,,2009,703
1148704,88,,2009,703
1148705,88,,2009,703
1148706,88,,2009,703
1148852,88,,2009,703
1148853,88,,2009,703
1148854,88,,2009,703
1148855,88,,2009,703
1149196,88,,2010,G96
1149197,88,,2010,G96
1149198,88,,2010,G96
1149199,88,,2010,G96
1149208,88,,2010,G96
1149209,88,,2010,G96
1149210,88,,2010,G96
1149211,88,,2010,G96
1149212,88,,2010,703
1149213,88,,2010,703
1149214,88,,2010,703
1149215,88,,2010,703
1149229,88,,2010,703
1149230,88,,2010,703
1149231,88,,2010,703
1149232,88,,2010,703
1149233,88,,2010,G96
1149234,88,,2010,G96
1149235,88,,2010,G96
1149236,88,,2010,G96
1155053,91,,2005,703
1155054,91,,2005,703
1155055,91,,2005,703
1155056,91,,2005,703
1155088,91,,2005,703
1155089,91,,2005,703
1155090,91,,2005,703
1155091,91,,2005,703
1155094,91,,2005,703
1155095,91,,2005,703
1155096,91,,2005,703
1155097,91,,2005,703
1155119,91,,2005,703
1155120,91,,2005,703
1155121,91,,2005,703
1155122,91,,2005,703
1155141,99,,2005,703
1155142,99,,2005,703
1155143,99,,2005,703
1155144,99,,2005,703
1155156,99,,2006,G96
1155157,99,,2006,G96
1155158,99,,2006,G96
1155159,99,,2006,G96
1155194,99,,2006,G96
1155196,99,,2006,G96
1155197,99,,2006,G96
1155198,99,,2006,G96
1155213,99,,2006,G96
1155215,99,,2006,G96
1155216,99,,2006,G96
1155218,99,,2006,G96
1155252,98,,2006,G96
1155253,98,,2006,G96
1155254,98,,2006,G96
1155255,98,,2006,G96
1155258,98,,2006,G96
1155259,98,,2006,G96
1155260,98,,2006,G96
1155261,98,,2006,G96
1155405,98,,2006,703
1155406,98,,2006,703
1155407,98,,2006,703
1155408,98,,2006,703
1155411,99,,2006,G96
1155412,99,,2006,G96
1155413,99,,2006,703
1155414,99,,2006,703
1155415,99,,2006,703
1155416,99,,2006,703
1155420,99,,2007,G96
1155421,99,,2007,G96
1155422,99,,2007,G96
1155423,99,,2007,G96
1155432,99,,2007,G96
1155433,99,,2007,G96
1155434,99,,2007,G96
1155435,99,,2007,G96
1155447,99,,2007,G96
1155448,99,,2007,G96
1155449,99,,2007,G96
1155450,99,,2007,G96
1155516,99,,2007,G96
1155517,99,,2007,G96
1155518,99,,2007,G96
1155519,99,,2007,G96
1155613,99,,2007,G96
1155614,99,,2007,G96
1155615,99,,2007,G96
1155616,99,,2007,G96
1155668,99,,2007,703
1155669,99,,2007,703
1155670,99,,2007,703
1155671,99,,2007,703
1155803,99,,2007,703
1155804,99,,2007,703
1155805,99,,2007,703
1155806,99,,2007,703
1156351,93,,2007,703
1156352,93,,2007,703
1156353,93,,2007,703
1156354,93,,2007,703
1156405,93,,2007,703
1156406,93,,2007,703
1156407,93,,2007,703
1156408,93,,2007,703
1156456,93,,2007,703
1156457,93,,2007,703
1156458,93,,2007,703
1156459,93,,2007,703
1156636,93,,2007,703
1156637,93,,2007,703
1156638,93,,2007,703
1156639,93,,2007,703
1156988,93,,2007,703
1156989,93,,2007,703
1156990,93,,2007,703
1156991,93,,2007,703
1157941,93,,2008,703
1157942,93,,2008,703
1157943,93,,2008,703
1157944,93,,2008,703
1158023,93,,2008,703
1158024,93,,2008,703
1158025,93,,2008,703
1158026,93,,2008,703
1158058,93,,2008,G96
1158059,93,,2008,G96
1158060,93,,2008,G96
1158061,93,,2008,G96
1158087,93,,2008,703
1158088,93,,2008,703
1158089,93,,2008,703
1158090,93,,2008,703
1158173,94,,2008,G96
1158174,94,,2008,G96
1158175,94,,2008,G96
1158176,94,,2008,G96
1158189,94,,2008,G96
1158190,94,,2008,G96
1158191,94,,2008,G96
1158192,94,,2008,G96
1158200,94,,2008,G96
1158201,94,,2008,G96
1158202,94,,2008,G96
1158203,94,,2008,G96
1158209,94,,2009,G96
1158210,94,,2009,G96
1158211,94,,2009,G96
1158212,94,,2009,G96
1158222,93,,2009,G96
1158223,93,,2009,G96
1158224,93,,2009,G96
1158225,93,,2009,G96
1158226,93,,2009,G96
1158227,93,,2009,G96
1158228,93,,2009,G96
1158229,93,,2009,G96
1158248,94,,2009,703
1158249,94,,2009,703
1158250,94,,2009,703
1158251,94,,2009,703
1158252,94,,2009,703
1158253,94,,2009,703
1158254,94,,2009,703
1158255,94,,2009,703
1158484,94,,2010,703
1158485,94,,2010,703
1158486,94,,2010,703
1158487,94,,2010,703
1158907,94,,2010,703
1158908,94,,2010,703
1158909,94,,2010,703
1158910,94,,2010,703
1158911,94,,2010,703
1158977,94,,2010,703
1158978,94,,2010,703
1158979,94,,2010,703
1158980,94,,2010,703
1159007,94,,2010,703
1159008,94,,2010,703
1159009,94,,2010,703
1159010,94,,2010,703
1159013,94,,2010,703
1159014,94,,2010,703
1159015,94,,2010,703
1159018,94,,2010,703
1159019,94,,2010,703
1159020,94,,2010,703
1159021,94,,2010,703
1165947,101,,2005,703
1165948,101,,2005,703
1165949,101,,2005,703
1165951,101,,2005,703
1166125,101,a,2005,703
1166126,101,b,2005,703
1166127,101,a,2005,703
1166128,101,b,2005,703
1166129,101,a,2005,703
1166130,101,b,2005,703
1166131,101,a,2005,703
1166132,101,b,2005,703
1166133,101,b,2005,G96
1166134,101,b,2005,G96
1166135,101,b,2005,G96
1166136,101,b,2005,G96
1166138,101,a,2005,703
1166139,101,b,2005,703
1166140,101,a,2005,703
1166141,101,b,2005,703
1166142,101,a,2005,703
1166143,101,b,2005,703
1166144,101,a,2005,703
1166145,101,b,2005,703
1166175,101,a,2005,703
1166176,101,a,2005,703
1166177,101,b,2005,703
1166178,101,a,2005,703
1166179,101,b,2005,703
1166180,101,a,2005,703
1166181,101,b,2005,703
1166309,101,a,2006,G96
1166310,101,a,2006,G96
1166311,101,a,2006,G96
1166312,101,a,2006,G96
1166327,101,a,2006,G96
1166328,101,b,2006,G96
1166329,101,a,2006,G96
1166330,101,b,2006,G96
1166331,101,a,2006,G96
1166332,101,b,2006,G96
1166333,101,a,2006,G96
1166334,101,b,2006,G96
1166363,101,a,2006,703
1166364,101,a,2006,703
1166365,101,a,2006,703
1166366,101,a,2006,703
1166412,101,a,2006,703
1166413,101,a,2006,703
1166414,101,a,2006,703
1166415,101,a,2006,703
1166423,101,a,2006,G96
1166424,101,b,2006,G96
1166425,101,a,2006,G96
1166426,101,b,2006,G96
1166427,101,a,2006,G96
1166428,101,b,2006,G96
1166429,101,a,2006,G96
1166430,101,b,2006,G96
1166444,101,,2006,G96
1166445,101,,2006,G96
1166446,101,,2006,G96
1166447,101,,2006,G96
1166451,101,,2007,G96
1166452,101,,2007,G96
1166453,101,,2007,G96
1166454,101,,2007,G96
1168656,103,,2005,703
1168658,103,,2005,703
1168659,103,,2005,703
1168661,103,,2005,703
1168677,103,,2005,703
1168678,103,,2005,703
1168679,103,,2005,703
1168680,103,,2005,703
1168691,103,,2005,703
1168692,103,,2005,703
1168693,103,,2005,703
1168694,103,,2005,703
1168915,103,,2010,703
1168916,103,,2010,703
1168917,103,,2010,703
1168918,103,,2010,703
1169005,103,,2010,703
1169006,103,,2010,703
1169007,103,,2010,703
1169008,103,,2010,703
1169031,103,,2010,703
1169032,103,,2010,703
1169034,103,,2010,703
1169035,103,,2010,703
1174672,103,,2011,703
1174673,103,,2011,703
1174674,103,,2011,703
1174675,103,,2011,703
1174691,103,,2011,703
1174692,103,,2011,703
1174693,103,,2011,703
1174694,103,,2011,703
1174775,103,,2012,703
1174776,103,,2012,703
1174777,103,,2012,703
1174778,103,,2012,703
1180054,105,,2005,703
1180055,105,,2005,703
1180056,105,,2005,703
1180058,105,,2005,703
1180110,105,,2005,703
1180111,105,,2005,703
1180112,105,,2005,703
1180113,105,,2005,703
1180140,105,,2005,703
1180141,105,,2005,703
1180143,105,,2005,703
1180166,105,,2005,G96
1180167,105,,2005,G96
1180168,105,,2005,G96
1180169,105,,2005,G96
1180176,105,,2005,703
1180177,105,,2005,703
1180178,105,,2005,703
1180179,105,,2005,703
1180197,105,,2005,G96
1180198,105,,2005,G96
1180199,105,,2005,G96
1180200,105,,2005,G96
1180207,105,,2005,703
1180208,105,,2005,703
1180209,105,,2005,703
1180210,105,,2005,703
1180211,105,,2005,G96
1180212,105,,2005,G96
1180213,105,,2005,G96
1180214,105,,2005,G96
1180232,105,,2005,703
1180233,105,,2005,703
1180234,105,,2005,703
1180235,105,,2005,703
1180236,105,,2005,703
1180237,105,,2005,703
1180238,105,,2005,703
1180239,105,,2005,703
1180259,105,,2006,703
1180260,105,,2006,703
1181791,108,,2007,703
1181792,108,,2007,703
1181793,108,,2007,703
1181794,108,,2007,703
1181795,108,,2007,703
1181796,108,,2007,703
1181797,108,,2007,703
1181798,108,,2007,703
1181799,108,,2007,703
1181800,108,,2007,703
1181801,108,,2007,703
1181802,108,,2007,703
1181808,108,,2007,703
1181809,108,,2007,703
1181810,108,,2007,703
1181811,108,,2007,703
1181817,108,,2007,G96
1181818,108,,2007,G96
1181819,108,,2007,G96
1181820,108,,2007,G96
1181843,108,,2008,703
1181844,108,,2008,703
1181845,108,,2008,703
1181846,108,,2008,703
1181851,108,,2008,703
1181852,108,,2008,703
1181853,108,,2008,703
1181854,108,,2008,703
1186472,110,,2008,G96
1186473,110,,2008,G96
1186474,110,,2008,G96
1186475,110,,2008,G96
1186497,110,,2008,G96
1186499,110,,2008,G96
1186500,110,,2008,G96
1186503,110,,2008,G96
1189554,112,,2006,703
1189555,112,,2006,703
1189556,112,,2006,703
1189557,112,,2006,703
1189570,112,,2006,703
1189571,112,,2006,703
1189572,112,,2006,703
1189573,112,,2006,703
1189603,112,,2006,G96
1189604,112,,2006,G96
1189605,112,,2006,G96
1189606,112,,2006,G96
1190287,113,,2007,G96
1190288,113,,2007,G96
1190289,113,,2007,G96
1190290,113,,2007,G96
1190399,113,,2007,G96
1190400,113,,2007,G96
1190401,113,,2007,G96
1190402,113,,2007,G96
1190403,113,,2007,G96
1190404,113,,2007,G96
1190405,113,,2007,G96
1190406,113,,2007,G96
1190415,113,,2008,703
1190416,113,,2008,703
1190417,113,,2008,703
1190418,113,,2008,703
1191432,114,,2006,703
1191433,114,,2006,703
1191434,114,,2006,703
1191435,114,,2006,703
1191436,114,,2006,703
1191437,114,,2006,703
1191438,114,,2006,703
1191439,114,,2006,G96
1191440,114,,2006,G96
1191441,114,,2006,G96
1191442,114,,2006,G96
1191446,114,,2006,703
1191447,114,,2006,703
1191448,114,,2006,703
1191467,114,,2006,703
1191468,114,,2006,703
1191469,114,,2006,703
1191470,114,,2006,703
1191486,114,,2006,703
1191487,114,,2006,703
1191488,114,,2006,703
1191489,114,,2006,703
1193510,115,,2011,703
1193511,115,,2011,G96
1193512,115,,2011,703
1193513,115,,2011,G96
1193514,115,,2011,703
1193515,115,,2011,G96
1193516,115,,2011,G96
1193517,115,,2011,703
1193518,115,,2011,G96
1193519,115,,2011,G96
1193520,115,,2011,G96
1193521,115,,2011,G96
1193583,115,,2011,703
1193584,115,,2011,703
1193585,115,,2011,703
1193586,115,,2011,703
1193740,115,,2011,703
1193741,115,,2011,703
1193742,115,,2011,703
1193743,115,,2011,703
1193744,115,,2011,703
1193745,115,,2011,703
1193746,115,,2011,703
1193747,115,,2011,703
1193751,115,,2011,G96
1193753,115,,2011,G96
1193754,115,,2011,G96
1193756,115,,2011,G96
1196405,116,,2006,G96
1196406,116,,2006,G96
1196407,116,,2006,G96
1196408,116,,2006,G96
1196412,116,,2007,G96
1196413,116,,2007,G96
1196414,116,,2007,G96
1196415,116,,2007,G96
1196526,116,,2008,G96
1196528,116,,2008,G96
1196530,116,,2008,G96
1196532,116,,2008,G96
1196552,116,,2008,703
1196553,116,,2008,703
1196554,116,,2008,703
1196555,116,,2008,703
1201728,117,,2005,703
1201729,117,,2005,703
1201730,117,,2005,703
1201731,117,,2005,703
1201826,117,,2005,G96
1201827,117,,2005,G96
1201828,117,,2005,G96
1201829,117,,2005,G96
1201906,117,,2005,G96
1201907,117,,2005,G96
1201908,117,,2005,G96
1201909,117,,2005,G96
1202015,117,,2005,703
1202016,117,,2005,703
1202022,117,,2005,G96
1202023,117,,2005,G96
1202024,117,,2005,G96
1202025,117,,2005,G96
1202612,117,,2006,703
1202613,117,,2006,703
1202614,117,,2006,703
1202615,117,,2006,703
1202746,117,,2007,703
1202747,117,,2007,703
1202748,117,,2007,703
1202749,117,,2007,703
1202911,117,,2007,G96
1202912,117,,2007,G96
1202913,117,,2007,G96
1202914,117,,2007,G96
